student_id,name,grade_level,preferred_format,baseline_score
stu_c2c80dfb,Nakul Chaudhry,Class 10,video,75
stu_0454d4e9,Peter Krishnamurthy,Class 9,text,92
stu_ff1c1921,Netra Barman,Class 8,video,63
stu_90778cc8,Kabir Mitter,Class 6,video,80
stu_a25bfc8a,Wahab Mishra,Class 6,text,66
stu_7da9d182,Harrison Som,Class 9,video,78
stu_a8ec954a,Avni Ravi,Class 7,video,52
stu_9803ea43,Upasna Nayar,Class 8,video,64
stu_bb9d1876,Bhavya Arora,Class 10,video,33
stu_397d08e4,Vritti Jani,Class 8,video,72
stu_c857f456,Darika Sanghvi,Class 10,video,48
stu_559bcf67,Rachita Saraf,Class 6,video,66
stu_f5dbba5a,Vinaya Verma,Class 7,video,52
stu_902ea643,Advaith Ravel,Class 10,video,64
stu_fc4f7e10,Ikbal Palan,Class 9,video,72
stu_97b8dbc4,Anjali Bora,Class 10,text,73
stu_fe1baba5,Krishna Rege,Class 6,video,69
stu_de5050e5,Falan Banik,Class 6,video,85
stu_8bd9129c,Anmol Kari,Class 7,text,65
stu_a49ae9e5,Hiral Ramanathan,Class 8,video,70
stu_58e763f4,Alka Tripathi,Class 8,video,75
stu_c073f35c,Brijesh Zacharia,Class 10,video,55
stu_ba3e7db4,Vihaan Mahajan,Class 7,video,99
stu_b2ea8bd0,Ojas Rajan,Class 6,text,88
stu_4d5bfc88,Devansh Khalsa,Class 6,video,51
stu_bce4fb1b,Brinda Deep,Class 7,text,40
stu_93df780d,Suhani Dugal,Class 8,video,73
stu_e900a532,Nimrat Sridhar,Class 8,video,85
stu_8f65db94,Chaman Bath,Class 10,video,69
stu_6ade39b4,Advika Singh,Class 10,text,56
stu_98498bb3,Ladli Borra,Class 9,video,59
stu_d4b86fe0,Harshil Saxena,Class 9,video,57
stu_b1d0c311,Suhani Pathak,Class 8,text,66
stu_a74592eb,Urvashi Gade,Class 9,text,68
stu_76d12ce2,Indali Ramachandran,Class 8,video,80
stu_172d8963,Manbir Sem,Class 8,video,72
stu_de86c11e,Ekiya Bains,Class 7,video,57
stu_268f77ac,Ishita Sagar,Class 9,text,96
stu_64b0e644,Janani Vohra,Class 6,video,78
stu_95c96462,Suhani Bhasin,Class 10,video,43
stu_996a60a6,Neel Dube,Class 9,video,64
stu_8b4e586f,Ekani Ravel,Class 6,video,100
stu_43bd6d52,Irya Sahni,Class 8,text,74
stu_981f3fe6,Raagini Bera,Class 9,video,78
stu_b55822a8,Urvi Sandal,Class 8,text,97
stu_fc4f9b55,Unni Agarwal,Class 7,text,65
stu_240e64ed,Naksh Narasimhan,Class 6,video,85
stu_42c875b7,Shaurya Nigam,Class 8,video,71
stu_fa09b781,Vivaan Raj,Class 9,video,88
stu_59cbb389,Madhavi Balasubramanian,Class 10,video,79
stu_11b661aa,Zarna Chaudhry,Class 9,video,87
stu_be2296c0,Veer Kaur,Class 9,video,73
stu_1e9327ba,Ayush Kala,Class 8,video,82
stu_7d46a0fa,Nathan Rege,Class 7,video,73
stu_3caeb6da,Agastya Mann,Class 9,video,67
stu_9aeee091,Hemani Jayaraman,Class 9,text,69
stu_955a1b38,Isaiah Luthra,Class 9,video,91
stu_b65eed68,Rishi Om,Class 9,video,64
stu_e9ace63f,Amrita Prabhu,Class 9,video,63
stu_907b70da,Aahana Gopal,Class 8,video,77
stu_8b76cecd,Tejas Golla,Class 8,video,84
stu_5ea3af57,Maanav Kapoor,Class 6,video,67
stu_4be500c5,Aarav Gulati,Class 7,text,83
stu_9e55bd15,Hemani Shankar,Class 7,video,61
stu_7a4d98e0,Tara Peri,Class 9,video,51
stu_42b91d9e,Upkaar Sundaram,Class 7,video,72
stu_5ec90d3a,Oscar Nagy,Class 8,text,67
stu_8910870b,Osha Badami,Class 7,video,53
stu_f9c0279a,Wyatt Batra,Class 8,video,66
stu_924889ad,Alka Nori,Class 7,video,70
stu_e768cefb,Rehaan Bal,Class 9,video,70
stu_0818eeea,Dipta Naik,Class 6,video,69
stu_7d2575ab,Veer Mann,Class 10,text,75
stu_7c56369b,Ayush Shanker,Class 8,text,77
stu_18d3d047,Yug Narula,Class 9,video,75
stu_921554b3,Kabir Vaidya,Class 7,text,69
stu_49166abf,Rishi Ray,Class 9,video,63
stu_021cf8e4,Daniel Kade,Class 8,video,83
stu_3b4c3659,Rajeshri Murthy,Class 8,video,75
stu_be528e9a,Jeevika Tandon,Class 8,text,85
stu_313747d0,Jackson Chana,Class 7,text,84
stu_5c048db1,Upadhriti Sem,Class 7,text,57
stu_b481de4d,Eiravati Keer,Class 9,video,89
stu_35ba0ab2,Frado Pillay,Class 8,video,72
stu_69275040,Anvi Mutti,Class 8,video,56
stu_a7d08623,Falguni Luthra,Class 6,video,44
stu_d0aae09d,Urishilla Sheth,Class 8,video,69
stu_695b572f,Veer Gala,Class 10,video,90
stu_ae8e9184,Balveer Zachariah,Class 10,video,78
stu_d6466a1d,Bahadurjit Balan,Class 6,video,50
stu_a23db277,Jason Chand,Class 6,text,50
stu_d2bf3335,Patrick Sekhon,Class 7,video,54
stu_065a65ce,Elijah Agrawal,Class 9,video,52
stu_5ca031c1,Ganga Purohit,Class 10,video,56
stu_2fe23329,Aditya Butala,Class 7,text,71
stu_069f9a63,Ubika Sheth,Class 9,video,62
stu_ff9f5fec,Saanvi Pandya,Class 9,video,82
stu_7e2da9e9,Chaaya Doshi,Class 8,video,52
stu_c2fce0a2,Gavin Madan,Class 9,video,74
stu_5cc79b64,Deepa Kuruvilla,Class 6,video,94
stu_047aaede,Harshil Vyas,Class 9,text,71
stu_33992b6d,Ubika Kohli,Class 7,video,81
stu_b8f4ca30,Ubika Yogi,Class 8,video,64
stu_88db3716,Hemang Sen,Class 9,video,74
stu_7e06e64a,Tripti Varma,Class 8,video,69
stu_e480b75b,Deepa Narayan,Class 8,video,79
stu_13a48b11,Hritik Wable,Class 7,video,84
stu_473d7e3f,Mason Koshy,Class 6,video,63
stu_cdea5803,Kiaan Batta,Class 6,text,59
stu_1e3ee480,Peter Manne,Class 8,text,68
stu_f865e4ec,Samesh Dhillon,Class 10,text,64
stu_03451380,Maanav Korpal,Class 10,text,61
stu_05a5b860,Om Toor,Class 9,video,65
stu_30021a46,Inaya Iyer,Class 6,video,52
stu_31325101,Amol Nadkarni,Class 7,video,50
stu_3c5ad78b,Zaitra Kant,Class 6,text,92
stu_eb51c105,Vinaya Gour,Class 7,text,49
stu_34c1cedd,Jonathan Nigam,Class 8,video,95
stu_4fa85ac0,Chandresh Kala,Class 10,video,66
stu_27b526dd,Peter Raghavan,Class 7,video,58
stu_9adcd8ac,Chasmum Singhal,Class 9,video,92
stu_8d43ff0a,Suhani Mani,Class 8,video,46
stu_f68e60cc,Azad Wason,Class 9,video,95
stu_da757259,Avni Karnik,Class 10,video,77
stu_1357ce0d,Anita Bains,Class 9,video,64
stu_3b7e1d36,Bishakha Sawhney,Class 9,video,92
stu_b3a28c5b,Udarsh Kaul,Class 9,video,56
stu_0e4a08bc,Neelima Agate,Class 8,video,56
stu_a0033ac3,Ekalinga Manne,Class 6,video,57
stu_620d18f3,Mohammed Chokshi,Class 7,video,69
stu_b9d8428e,Andrew Raghavan,Class 8,text,77
stu_e234be6c,Eshana Chaudhary,Class 9,video,68
stu_e9eb3efa,Janaki Sagar,Class 7,text,60
stu_39cc6496,Maya Bail,Class 6,video,72
stu_ef03b565,Yochana Ghosh,Class 6,video,63
stu_c334bdff,Rayaan Dara,Class 8,video,60
stu_9007781e,Barkha Magar,Class 9,text,76
stu_a2b55bed,Aradhana Kar,Class 9,video,78
stu_ab16c0d4,Saumya Yohannan,Class 7,video,31
stu_d57f8944,Laban Rai,Class 8,text,72
stu_4424b545,Harshil Wadhwa,Class 10,text,65
stu_eb99eb2f,Oliver Mall,Class 6,text,71
stu_20f2a082,Ishaan Puri,Class 10,video,59
stu_67a0605c,Pavani Mannan,Class 10,video,59
stu_d0fc741a,Hiral More,Class 7,text,63
stu_c662c5de,Faraj Nagy,Class 6,video,100
stu_b6b26dd1,Rushil Arya,Class 6,video,69
stu_a80eadd2,Krishna Shukla,Class 9,text,51
stu_d4300a35,Aachal Khare,Class 8,text,58
stu_f6526b39,Warda Som,Class 7,text,67
stu_bca9a567,Falan Sanghvi,Class 10,video,80
stu_5f4cc348,Onveer Madan,Class 7,video,49
stu_6c68df80,Arya Badami,Class 7,video,67
stu_189c6293,Parth Deo,Class 9,video,66
stu_0d26b9db,Lopa Buch,Class 7,video,40
stu_05c2b323,Balveer Bakshi,Class 10,video,57
stu_8518abb8,Neelima Krishna,Class 10,video,78
stu_8d55144c,Krish Luthra,Class 9,video,86
stu_606f4f9d,Dakshesh Din,Class 6,video,78
stu_32f095f6,Arin Rama,Class 9,video,77
stu_4523f55e,Jai Badami,Class 6,video,56
stu_6663a19d,Avi Ray,Class 10,video,53
stu_5b844565,Leena Sidhu,Class 9,video,88
stu_704b3445,Wakeeta Talwar,Class 6,video,65
stu_6d1b86fa,Abha Muni,Class 6,video,77
stu_274eec78,Frederick Kamdar,Class 7,text,68
stu_f03ee308,Faraj Ravel,Class 10,text,91
stu_bc8ee1fd,Siddharth Bal,Class 8,video,37
stu_c417302e,Luke Mane,Class 10,video,97
stu_e98a4e99,Teerth Ramakrishnan,Class 8,video,66
stu_a39e8b70,Ayaan Singhal,Class 7,video,68
stu_62012349,Kiaan Sani,Class 9,video,82
stu_1f714e08,Pooja Parmar,Class 9,video,81
stu_5635467f,Lakshit Wali,Class 10,text,56
stu_0981602a,Nimrat Dada,Class 10,video,69
stu_3c0c3af6,Hiral Kari,Class 8,video,65
stu_b6142240,Avni Kale,Class 8,text,85
stu_593258b6,Damini Korpal,Class 10,video,56
stu_876dd437,Anita Pal,Class 8,video,56
stu_54d45e14,Frado Nori,Class 7,video,57
stu_a86cacbd,Thomas Narula,Class 7,video,81
stu_d1f41a16,Tamanna Varughese,Class 6,text,58
stu_2840771f,Pooja Barad,Class 10,video,69
stu_34fc9fd8,Sachi Sawhney,Class 6,video,76
stu_d14a03bc,Laban Bajwa,Class 9,video,64
stu_b74b01c3,Abhiram Ramachandran,Class 6,video,74
stu_76433513,Jasmit Rao,Class 7,video,81
stu_4e30229c,Gayathri Sharaf,Class 7,video,86
stu_ca2ec94e,Samar Das,Class 6,text,94
stu_3f7c32ef,Adya Chacko,Class 10,video,85
stu_53acd788,Keya Dubey,Class 6,video,74
stu_80ccde8e,Balendra Bhatnagar,Class 6,video,55
stu_f269a61f,Isha Rau,Class 8,text,88
stu_495ab2f3,Neha Wali,Class 6,video,40
stu_70b9f0af,Mitali Deol,Class 9,video,54
stu_9b77fc24,Charvi Loyal,Class 6,video,83
stu_fc3756f1,Meera Majumdar,Class 6,video,60
stu_5e3cf31f,Balvan Bera,Class 8,text,81
stu_2fe89845,Kala Lata,Class 7,video,77
stu_2d6dd608,Dominic Sheth,Class 10,video,55
stu_14cff1b6,Brijesh Kapur,Class 8,video,65
stu_f94b7f17,Vedhika Barad,Class 8,video,58
stu_f2a6259c,Amrita Ganesh,Class 9,video,51
stu_232fad21,Yashodhara Hegde,Class 10,video,55
stu_c43f19c8,Meera Dube,Class 6,text,55
stu_814e5306,Hritik Sachdev,Class 8,video,72
stu_1908ef4f,Girindra Batta,Class 6,video,63
stu_8af41799,Udant Chandran,Class 7,video,65
stu_d7d7c539,Mekhala Gopal,Class 10,video,65
stu_9fa39a7c,Jackson Guha,Class 8,video,61
stu_f8c50cdf,Charita Borah,Class 7,text,47
stu_0905092a,Nachiket Bajwa,Class 9,text,57
stu_9368d5f5,Vansha Bakshi,Class 10,text,69
stu_e7bd7e54,Kashish Sani,Class 7,video,65
stu_67bca790,Anay Sinha,Class 6,text,62
stu_ee22a745,Ayushman Mander,Class 6,video,60
stu_4293f1ab,Anusha Kaur,Class 9,video,64
stu_37596072,Advik Chada,Class 7,video,52
stu_8f2ab106,Amol Amble,Class 7,text,99
stu_2dae5c22,Nathaniel Pal,Class 7,video,90
stu_7ad304e1,Ekaja Soman,Class 10,video,49
stu_b2b95209,Manan Barad,Class 10,video,59
stu_7d08d740,Gaurika Purohit,Class 6,video,74
stu_0aef30e4,Ekbal Pandit,Class 10,video,56
stu_c1e0c629,Advik Sarraf,Class 8,video,68
stu_ede032e7,Anay Raval,Class 7,text,75
stu_6f3eceb6,Patrick Raghavan,Class 10,video,53
stu_e7c3b0eb,Caleb Kulkarni,Class 7,video,71
stu_ab91945c,Bahadurjit Naik,Class 10,video,71
stu_86002522,Xiti Iyer,Class 10,video,60
stu_56707770,Omya Pathak,Class 6,video,57
stu_54be9b3a,Hritik Balakrishnan,Class 7,video,56
stu_bf025bfe,Arjun Sur,Class 7,text,57
stu_57ffac75,Isaiah Gole,Class 10,text,66
stu_114847e9,Siya Dhar,Class 8,video,72
stu_5570ac91,Wridesh Wadhwa,Class 8,text,77
stu_e38aafb5,Praneel Rana,Class 6,text,83
stu_d3095f04,Baghyawati Mander,Class 10,video,79
stu_87686471,Kalpit Tata,Class 8,video,35
stu_95c5da1a,Niharika Mangat,Class 7,text,59
stu_31f8289a,Tamanna Anand,Class 10,video,91
stu_6e6f1e62,Baghyawati Garg,Class 8,video,61
stu_4e3178e5,Bina Parmar,Class 7,text,84
stu_2cb4c11d,Nathan Mody,Class 9,text,67
stu_c821ee37,Ekavir Mitra,Class 7,video,64
stu_49efb671,Amruta Rege,Class 10,text,100
stu_dee725d8,Patrick Deshmukh,Class 6,text,57
stu_121e70fc,Lucky Chana,Class 8,text,54
stu_094aaf75,Harita Kar,Class 10,video,83
stu_90318e88,Ekalinga Pillai,Class 10,video,96
stu_235731ce,Sarthak Pingle,Class 6,video,72
stu_44f7e41f,Ishita Kala,Class 10,video,67
stu_d57d9819,Meera Tara,Class 8,text,61
stu_232519b7,Udarsh Gaba,Class 7,video,95
stu_bda40b33,Hitesh Nanda,Class 7,text,76
stu_0c4bc300,Amol Magar,Class 7,video,61
stu_6aaf8275,Rudra Maharaj,Class 6,video,55
stu_a49855c1,Zinal Dara,Class 6,text,65
stu_7d348654,Darika Chaudhuri,Class 7,video,81
stu_febecaa5,Ishita Bhavsar,Class 6,video,52
stu_69be5925,Raksha Mallick,Class 9,video,51
stu_8befd857,Balendra Tank,Class 9,video,45
stu_3013d8a6,Nathaniel Chacko,Class 6,text,76
stu_688efda0,Vritti Shan,Class 7,text,81
stu_711a7270,Yash Gulati,Class 6,video,71
stu_3fb5c94e,Qabil Hayre,Class 6,text,55
stu_64a26889,Kalpit Saran,Class 6,video,74
stu_36550720,Dhruv Narasimhan,Class 10,text,100
stu_3518c769,Neelima Kant,Class 8,video,69
stu_a18e7b66,Jonathan Sastry,Class 6,text,82
stu_2b9c8e23,Chanakya Vasa,Class 9,text,55
stu_b52f7414,Ikbal Bobal,Class 7,text,60
stu_5de0878b,Ikshita Seshadri,Class 6,video,50
stu_55898673,Ekaja Natarajan,Class 7,video,95
stu_9bb8e8f8,Christopher Gill,Class 10,video,80
stu_bae01a05,Ekani Saini,Class 7,text,57
stu_97f1b9f7,Anirudh Sachdev,Class 6,video,64
stu_cc0f0dac,Harini Suresh,Class 9,text,51
stu_9486a24a,Yamini Barad,Class 10,video,73
stu_638a9a28,Dakshesh Garg,Class 8,text,57
stu_c7783152,Amol Sahni,Class 10,video,84
stu_894569cd,Ekbal Ahuja,Class 8,video,83
stu_3fd33aa1,Neha Rastogi,Class 8,video,40
stu_1344e8b3,Eta Viswanathan,Class 6,video,71
stu_cfed78b9,Lekha Bakshi,Class 10,video,65
stu_58900534,Janaki Bal,Class 9,video,82
stu_57329629,Chaitanya Shere,Class 8,video,91
stu_82e216fa,Amara Shenoy,Class 10,video,73
stu_940e8ed6,Samarth Chowdhury,Class 7,video,54
stu_3de8dfcc,Vritti Sawhney,Class 6,text,73
stu_50bc2f79,Tristan Badal,Class 7,video,93
stu_f5a46cb1,Dalaja Cherian,Class 7,text,65
stu_0592cec0,Jhalak Sarin,Class 6,video,81
stu_d0e37f67,Qarin Sangha,Class 7,video,52
stu_7f46a244,Pratyush Divan,Class 8,video,90
stu_cae5dc1b,Jyoti Kumar,Class 8,video,79
stu_a8c7699f,Damyanti Kant,Class 7,video,61
stu_31f2ba3f,Geetika Chopra,Class 8,text,69
stu_80a33cd1,Abeer Sunder,Class 8,video,84
stu_6cc93e73,Ishita Boase,Class 10,text,44
stu_41e09ca5,Omkaar Sandal,Class 9,video,60
stu_d4ee49c6,Pranav Kota,Class 8,video,59
stu_9b769d7f,Hiral Manda,Class 9,video,79
stu_9c71f192,Wriddhish Baral,Class 9,text,61
stu_28299e1e,Zayan Jayaraman,Class 10,video,69
stu_0035ed48,Gunbir Bath,Class 8,video,67
stu_55bd6ead,Chanakya Varghese,Class 6,text,37
stu_3461ef75,Samuel Kale,Class 7,video,65
stu_f88db461,Jackson Shenoy,Class 10,video,73
stu_6a2f3407,Xiti Chacko,Class 6,video,82
stu_0992980c,Wahab Pai,Class 8,video,66
stu_b5add6a9,Daniel Oak,Class 9,video,68
stu_c8b647bf,Urmi Bhalla,Class 6,video,69
stu_cedd9eef,Hredhaan Chandra,Class 8,video,83
stu_e7977407,Tejas Devi,Class 8,video,53
stu_610d5f34,Joshua Bhakta,Class 10,video,49
stu_69ae1ed5,Omkaar Sangha,Class 9,text,32
stu_5e8c8185,Ansh Kaur,Class 6,text,66
stu_7a4150eb,Kai Banik,Class 9,video,46
stu_43f20d24,Aachal De,Class 9,video,70
stu_844ee132,Amrita Gaba,Class 7,video,69
stu_c61a84d6,Veer Merchant,Class 7,text,62
stu_54d5ae48,Forum Bawa,Class 7,text,81
stu_7bb17880,Pavani Tara,Class 10,video,97
stu_fcad8eeb,Sanya Palan,Class 6,video,77
stu_92355117,Amruta Saxena,Class 7,text,61
stu_1998fb1e,Chakradhar Sha,Class 7,text,67
stu_c6dff985,Finn Parekh,Class 10,video,74
stu_36004716,Kavya Ray,Class 10,video,63
stu_12a2b81e,Lakshit Bhardwaj,Class 8,video,69
stu_4f0be337,Nisha Mohan,Class 7,text,70
stu_7c7abe09,Leena Rajan,Class 8,text,81
stu_1f711144,Ronith Gole,Class 7,video,47
stu_1c1c53f7,Urishilla Bali,Class 9,text,95
stu_49867128,Aishani Mohanty,Class 7,video,49
stu_34620d0d,Irya Sunder,Class 7,text,84
stu_511bef3e,Samaksh Grover,Class 8,video,73
stu_5f301045,Rushil Pandey,Class 6,video,84
stu_5a8bb36f,Udant Talwar,Class 6,text,58
stu_caebc9f0,Reyansh Toor,Class 9,video,68
stu_e422d45b,Priya Venkatesh,Class 6,video,50
stu_396d226e,Fiyaz Bahl,Class 8,video,80
stu_1f386d51,Vivaan Amble,Class 7,text,68
stu_5940a7d0,Falguni Hayre,Class 6,video,84
stu_743e7e9d,Gunbir Bose,Class 9,video,66
stu_1be883a0,Champak Gokhale,Class 7,video,75
stu_4c88a3bc,George Toor,Class 6,video,64
stu_6d9da7b8,Andrew Shere,Class 9,text,65
stu_f1f6f43f,Saanvi Dada,Class 10,video,59
stu_d3178c78,Lipika Dubey,Class 8,video,55
stu_92d7f89b,Aryan Kaur,Class 6,video,45
stu_3994060d,Peter Narasimhan,Class 7,video,60
stu_8d7071dd,Yatin Divan,Class 6,video,69
stu_d4cd2e41,Aarav Dar,Class 7,text,55
stu_ed5b8153,David Singhal,Class 7,text,73
stu_452a3583,Faqid Rajagopalan,Class 10,video,68
stu_d20e6ca5,Ridhi Minhas,Class 9,video,55
stu_9192b4eb,Ikshita Rajagopalan,Class 7,video,39
stu_3aa52d38,Anya Sandal,Class 9,text,64
stu_804724b0,Nandini Bath,Class 10,video,57
stu_775f91a2,Anita Warrior,Class 9,video,84
stu_ed2672e4,George Pandit,Class 8,video,75
stu_a039cb2d,Umang Boase,Class 9,video,69
stu_2cc3e5ca,Ekta Kamdar,Class 7,text,64
stu_6fbb959d,Finn Mangat,Class 7,text,68
stu_84420721,Ladli Gara,Class 9,text,70
stu_e46f3a32,Sudiksha Jaggi,Class 6,text,72
stu_ba26a975,Tanveer Jaggi,Class 7,video,61
stu_795d241d,Alka Pathak,Class 10,text,79
stu_48feb1e8,Ranveer Contractor,Class 10,video,50
stu_28863b57,Ekaraj Varghese,Class 7,video,39
stu_72871a6b,Eesha Chhabra,Class 6,video,94
stu_5e01bd50,Lavanya Banerjee,Class 6,text,59
stu_d911f211,Warda Ranganathan,Class 8,video,46
stu_88b26191,Amol Nagy,Class 9,video,85
stu_eab5f753,Sanya Kohli,Class 9,text,51
stu_e0072dea,Advika Nayak,Class 10,video,58
stu_202e02b1,Yamini Sengupta,Class 10,video,78
stu_0ead92e0,Ekaraj Rana,Class 10,text,76
stu_07cfe0c4,Samar Mani,Class 6,video,79
stu_5d8659ec,Neha Balan,Class 10,video,91
stu_338f62ea,Daksha Kumar,Class 7,video,76
stu_5b96039f,Manbir Bhagat,Class 8,text,89
stu_cdd54173,Champak Bava,Class 10,video,57
stu_253ce5b2,Aarnav Singh,Class 9,text,75
stu_7ae9166d,Varsha Srivastava,Class 6,video,72
stu_3b46d65d,Lekha Seshadri,Class 10,video,72
stu_7389d3ab,Eiravati Subramanian,Class 8,video,68
stu_d484dceb,Gavin Bhatia,Class 8,text,73
stu_f44811ce,Tarak Kala,Class 10,video,70
stu_1144e6d4,Utkarsh Bath,Class 9,video,78
stu_d192b60e,Saumya Thakur,Class 6,video,91
stu_845de6b9,Dominic Sule,Class 10,video,60
stu_35a5dbb5,Siddharth Pall,Class 9,video,64
stu_b6fe1ee7,Unnati Chawla,Class 9,text,67
stu_10a68e58,Sanaya Nori,Class 9,video,84
stu_a213f5f7,Manbir Tella,Class 6,video,72
stu_2e35c6ef,Nathaniel Sehgal,Class 6,video,63
stu_245143a0,Bhavna Mall,Class 9,video,78
stu_7ed186cc,Zayyan Vora,Class 10,text,46
stu_80399420,Nilima Shetty,Class 8,video,75
stu_65b7950d,Noah Sangha,Class 6,text,40
stu_63ed9b46,Aditya De,Class 9,video,55
stu_ef758324,Wahab Saini,Class 9,video,75
stu_9224d445,Rushil Das,Class 10,text,87
stu_9c5d3b6b,Bhavna Chakraborty,Class 8,video,75
stu_043027a1,Nidhi Wadhwa,Class 9,video,49
stu_9bc53551,Ansh Sahota,Class 9,video,54
stu_c5ec6275,Maya Lata,Class 7,video,53
stu_395b1ff1,Ojasvi Warrior,Class 9,video,32
stu_f7a56359,Yashodhara Nagi,Class 7,text,54
stu_0de70967,Edhitha Tata,Class 10,text,72
stu_c323acfb,Ansh Vora,Class 10,text,63
stu_ea0a0711,Lila Natarajan,Class 7,text,66
stu_c87e09e2,Dakshesh Bhatia,Class 8,text,79
stu_a047589e,Yashasvi Vaidya,Class 9,text,55
stu_808d1d22,Aadhya Chad,Class 8,video,70
stu_f2b64496,Zarna Chahal,Class 9,video,62
stu_76c8e579,Nachiket Sheth,Class 6,video,77
stu_77ce5ce4,Jeremiah Varty,Class 10,text,52
stu_e15bfc18,Prisha Kara,Class 9,video,67
stu_7a6bf9e5,Nidra Master,Class 9,video,70
stu_0ca68aeb,Chavvi Nadkarni,Class 7,text,96
stu_8f9cc546,Patrick Varty,Class 7,video,44
stu_991540c6,Pratyush Raju,Class 10,video,35
stu_7c89f664,Arin Koshy,Class 9,video,51
stu_2bc00fee,Ubika Bhatia,Class 7,video,55
stu_8bdc6567,Alexander Hayre,Class 10,text,71
stu_ceca7278,Hamsini Roy,Class 9,video,76
stu_844cdffb,Aarini Basu,Class 10,text,54
stu_0b8d65ed,Rohan Mani,Class 10,text,58
stu_e4cec5d9,Aashi Sinha,Class 6,video,51
stu_da8c4005,Onveer Bansal,Class 8,video,66
stu_8742961d,Tanay Sekhon,Class 9,text,73
stu_992b83ac,Fiyaz Bhargava,Class 9,video,75
stu_23768ff3,Kala Dhar,Class 10,video,39
stu_a6ab4481,Dhruv Purohit,Class 7,video,69
stu_4860df78,Hredhaan Mahal,Class 6,video,92
stu_065c748a,Baghyawati Iyengar,Class 10,text,63
stu_5dcf47c1,Henry Saraf,Class 8,video,66
stu_3720d0de,Jatin Narang,Class 10,video,72
stu_69eedaae,Baljiwan Grover,Class 9,text,58
stu_876daef5,Advika Aurora,Class 7,text,81
stu_087ac110,Tanveer Gopal,Class 9,video,55
stu_5cd10118,Daksh Anne,Class 10,video,91
stu_58f97c9d,Dev Deep,Class 9,video,47
stu_9ca5c459,Veda Chandran,Class 6,text,85
stu_efcd0372,Advik Baria,Class 7,text,77
stu_844b6db5,Balvan Dash,Class 10,text,71
stu_6221ae36,Oviya Shere,Class 7,video,52
stu_97338e4c,Warjas Mitter,Class 8,video,70
stu_178e27fa,Isaac Khare,Class 8,video,88
stu_d0738212,Triya Hans,Class 10,video,75
stu_dc8f6053,Jagdish Sandal,Class 8,video,64
stu_e9a05b3a,Omya Kaul,Class 8,text,81
stu_9f8f9bd2,Agastya Venkataraman,Class 9,video,83
stu_3dc6a1e5,Kashvi Kala,Class 10,video,53
stu_99648e92,Darpan Venkataraman,Class 8,video,54
stu_2f2a10c6,Yatin Ganesh,Class 7,video,100
stu_4a0d3959,Diya Bhatnagar,Class 8,text,76
stu_c09fe938,Faqid Issac,Class 10,text,73
stu_f5a3bb2b,Zinal Pai,Class 6,video,67
stu_3cb065ad,Ira Butala,Class 9,video,74
stu_88b95651,Devika Sangha,Class 6,video,74
stu_50c86f98,Henry Dixit,Class 8,video,44
stu_f2fe5a05,Laban Bajaj,Class 10,video,59
stu_c8d6ceed,Baljiwan Rajagopal,Class 6,video,65
stu_44af845f,Amol Cherian,Class 9,text,87
stu_150a24d5,Jeevika Nori,Class 6,video,76
stu_439de063,Yatin Boase,Class 7,video,99
stu_486368ca,Ridhi Das,Class 9,video,45
stu_2495624d,Divya Deol,Class 9,video,56
stu_950af389,Ekiya Peri,Class 7,text,43
stu_aac33c5f,Tanvi Suri,Class 9,text,46
stu_a9e9e3e6,Harsh Raval,Class 9,video,83
stu_76701c5b,Eiravati Ratti,Class 10,video,53
stu_34cd0594,Chavvi Nayar,Class 9,text,57
stu_a9d1eb86,Anika Hora,Class 9,video,78
stu_1d10a3d9,Geetika Barad,Class 9,video,71
stu_44783eb7,Rushil Kala,Class 10,video,88
stu_57835865,Saksham Kaur,Class 10,video,38
stu_7df25fae,Garima Sarin,Class 9,video,58
stu_ca0477fa,Raagini Sachdev,Class 8,text,68
stu_e4b55f61,Bhavya Lanka,Class 9,video,81
stu_0f5f63b8,Zarna Vala,Class 9,video,27
stu_f15d30c4,Ekalinga Chanda,Class 10,video,53
stu_98352bb8,Yashodhara Sama,Class 7,text,61
stu_c72d6591,Xalak Sehgal,Class 9,video,72
stu_ca5c0e9e,Isaac Dubey,Class 7,video,74
stu_47f5ace1,Vedhika Mahajan,Class 8,video,76
stu_f957884d,Aishani Bhatia,Class 10,text,46
stu_11f82d28,Janya Vig,Class 7,video,79
stu_b9af6b86,Ranveer Sarin,Class 8,video,67
stu_8f7fc320,Yuvraj Peri,Class 7,video,52
stu_62443419,Anamika Barman,Class 10,video,85
stu_d1372667,Falak Talwar,Class 9,text,66
stu_9b2c1db0,Vrishti Nath,Class 8,video,91
stu_c374c68b,Kalpit Borde,Class 6,video,55
stu_0f49f0a6,Tanay Date,Class 10,video,91
stu_bd163e50,Krishna Toor,Class 9,video,67
stu_2b802740,Aishani Devan,Class 6,video,50
stu_be9a4feb,Samarth Bhat,Class 10,text,100
stu_021f5991,Watika Jha,Class 8,video,58
stu_856a1da7,Falan Sharaf,Class 9,video,49
stu_7c0f7536,Manthan Yohannan,Class 8,text,74
stu_8d54c02d,Waida Date,Class 6,video,51
stu_403e9911,Vihaan Palla,Class 10,text,54
stu_8e0fd866,Chaman Chaudhari,Class 10,video,54
stu_d17967c4,Daniel Oommen,Class 9,video,64
stu_274617b6,Imaran Samra,Class 10,video,89
